"annotation_id","display_id","source_problem_id","dataset","category","pass","label","note","review_time_seconds","review_timer_started_at","review_tracking_expected_at","reviewer_id","assigned_at","submitted_at"
"cmtg3gqng03ikjey17s717g75","223","673704af1c2083e9eaa6d732","hle-physics","condensed matter physics","1","PROBLEM_FAILURE","","89","2026-08-30T17:39:37.118Z","2026-08-30T17:39:36.556Z","reviewer_0decd7ef330f","2026-08-30T17:39:36.557Z","2026-08-30T17:41:58.285Z"
"cmtg3n6ps03jmjey1hggdusz7","142","QuantumMechanics/en/463","ugphysics","quantum mechanics","1","MODEL_FAILURE","","40","2026-08-30T17:44:37.954Z","2026-08-30T17:44:37.311Z","reviewer_0decd7ef330f","2026-08-30T17:44:37.312Z","2026-08-30T17:45:57.418Z"
"cmtg6q3t3000hp0vnzd8hjjyw","176","6720a9feec461e4c6a4e2c3a","hle-physics","quantum mechanics","2","PROBLEM_FAILURE","“arbitrarily powerful” is not well defined when the multiple choice responses are all finite numbers","171","2026-08-30T19:10:52.791Z","2026-08-30T19:10:52.359Z","reviewer_be9d15fa40c0","2026-08-30T19:10:52.360Z","2026-08-30T19:15:01.400Z"
"cmtg6vq7d0015p0vnkerkexty","84","04_cleaned_dag:2002","prism","high energy & nuclear","1","GRADER_FAILURE","","262","2026-08-30T19:15:18.838Z","2026-08-30T19:15:14.663Z","reviewer_be9d15fa40c0","2026-08-30T19:15:14.665Z","2026-08-30T19:22:13.410Z"
"cmtg78btu0025p0vn0kdj0k10","233","673909949318c3bbb1056f54","hle-physics","classical mechanics","2","PROBLEM_FAILURE","The reference incorrectly assumes mass M moves with constant angular velocity \omega, leading to an incorrect expression for a_r.","216","2026-08-30T19:25:09.098Z","2026-08-30T19:25:02.559Z","reviewer_0a7c8ea4972d","2026-08-30T19:25:02.562Z","2026-08-30T19:30:57.892Z"
"cmtg7g0jn0034p0vn2ccu5g8a","181","67218f865b0747ce2231d48c","hle-physics","classical mechanics","2","PROBLEM_FAILURE","Problem is far too vague, gives no clarification to the dimensions of the object or the string.","60","2026-08-30T19:31:01.830Z","2026-08-30T19:31:01.186Z","reviewer_0a7c8ea4972d","2026-08-30T19:31:01.187Z","2026-08-30T19:32:05.755Z"
"cmtg7hggy003gp0vn1i5spuek","183","6722809eb0e7186e733d6838","hle-physics","classical mechanics","2","PROBLEM_FAILURE","Both answers assume F is constant, which is not stated, as well as assuming that A is fixed, leading to a difference in answers.","278","2026-08-30T19:32:09.604Z","2026-08-30T19:32:08.481Z","reviewer_0a7c8ea4972d","2026-08-30T19:32:08.482Z","2026-08-30T19:42:14.908Z"
"cmtg7unle004hp0vn9kzdi1kp","240","673f8ff088d617494f21e0d2","hle-physics","classical mechanics","2","PROBLEM_FAILURE","The reference answer incorrectly neglects the 20 g roll in the calculation of the moment of inertia I. It also chooses to neglect that the unfurled paper is no longer moving, so the potential energy is some integral of the *moving* mass M(x).","377","2026-08-30T19:42:26.308Z","2026-08-30T19:42:24.241Z","reviewer_0a7c8ea4972d","2026-08-30T19:42:24.242Z","2026-08-30T19:51:48.440Z"
"cmtg86sum005wp0vn3zzi8t3u","160","66fb417395a8e2fc57e479d7","hle-physics","classical mechanics","2","MODEL_FAILURE","The model incorrectly assumes a symmetric special case, whereas the reference gives an answer that is guaranteed to be safe for any possible explosion.","292","2026-08-30T19:51:52.721Z","2026-08-30T19:51:50.926Z","reviewer_0a7c8ea4972d","2026-08-30T19:51:50.926Z","2026-08-30T19:59:10.309Z"
"cmtg8j7lu007gp0vn06d1bdas","218","673497b017a9687889930ac4","hle-physics","classical mechanics","2","PROBLEM_FAILURE","","48","2026-08-30T20:01:30.312Z","2026-08-30T20:01:29.921Z","reviewer_0a7c8ea4972d","2026-08-30T20:01:29.922Z","2026-08-30T20:02:37.188Z"
"cmtg8l2hi007zp0vnwosmyron","204","672d44d02a52b5a11753319c","hle-physics","classical mechanics","2","PROBLEM_FAILURE","A major sixth above the open A is F sharp, whereas a minor second above open E is F natural; hence, we are talking about different fundamentals. This leads to the disagreement in the final answer between the reference and the model.","350","2026-08-30T20:03:18.321Z","2026-08-30T20:02:56.596Z","reviewer_0a7c8ea4972d","2026-08-30T20:02:56.598Z","2026-08-30T20:12:23.777Z"
"cmtg8xahp0098p0vnq6ggbka7","249","66ed86e620ed3db95f9901d3","hle-physics","classical mechanics","2","PROBLEM_FAILURE","The reference's answer is incorrect as it lies outside of the possible range of values of \dot{y} \in [-5, -3].","108","2026-08-30T20:12:28.471Z","2026-08-30T20:12:26.844Z","reviewer_0a7c8ea4972d","2026-08-30T20:12:26.845Z","2026-08-30T20:14:23.036Z"
"cmtg8zu9m009qp0vnu6fbgjqp","175","67208aa0563d776c82113daa","hle-physics","classical mechanics","2","PROBLEM_FAILURE","The reference is saying the turnaround point is y = L / 4, where in its coordinate scheme it would actually be y = 3L / 4.","130","2026-08-30T20:14:27.337Z","2026-08-30T20:14:25.785Z","reviewer_0a7c8ea4972d","2026-08-30T20:14:25.786Z","2026-08-30T20:16:42.736Z"
"cmtg92tr000a9p0vncd9fymgt","167","6715f373a35b028a9e88c09f","hle-physics","classical mechanics","2","PROBLEM_FAILURE","Both answers rely upon an assumption of the value of N_e, leading them to both proceed incorrectly.","400","2026-08-30T20:16:46.354Z","2026-08-30T20:16:45.083Z","reviewer_0a7c8ea4972d","2026-08-30T20:16:45.084Z","2026-08-30T20:25:38.088Z"
"cmtg9ebom00bpp0vnmqvlfdf7","193","67260355aaf7cd419fd01af6","hle-physics","classical mechanics","2","PROBLEM_FAILURE","The reference is off by a factor of 2 when integrating.","100","2026-08-30T20:25:42.748Z","2026-08-30T20:25:41.541Z","reviewer_0a7c8ea4972d","2026-08-30T20:25:41.542Z","2026-08-30T20:27:23.605Z"
"cmtg9gke300c5p0vnn50a02gm","215","67325a61292f97f5175026dd","hle-physics","classical mechanics","2","PROBLEM_FAILURE","The reference incorrectly evaluates the normal force N, it should instead be N + Mg \cos \theta = M a_\theta to give the value of N the model comes to find.","454","2026-08-30T20:27:27.803Z","2026-08-30T20:27:26.138Z","reviewer_0a7c8ea4972d","2026-08-30T20:27:26.139Z","2026-08-30T20:37:31.481Z"
"cmtg9tq7900dsp0vn6ovqdjj7","172","671f6889490be3e9a159f485","hle-physics","classical mechanics","2","PROBLEM_FAILURE","The reference in incorrect in saying that the trace is negative, and then incorrectly evaluates the determinant.","191","2026-08-30T20:37:48.696Z","2026-08-30T20:37:40.195Z","reviewer_0a7c8ea4972d","2026-08-30T20:37:40.197Z","2026-08-30T20:42:40.400Z"
"cmtga07yv00etp0vnfnqvsfes","203","672a79431629c5c3d6933ca7","hle-physics","classical mechanics","2","PROBLEM_FAILURE","The reference's dissipation function D is incorrect as it assumes the normal force is fixed for N = mg \cos \theta, which is incorrect as the wedge is accelerating.","160","2026-08-30T20:42:45.640Z","2026-08-30T20:42:43.159Z","reviewer_0a7c8ea4972d","2026-08-30T20:42:43.160Z","2026-08-30T20:48:10.683Z"
"cmtgewbld00g4p0vna8danwq5","7","250","phybench","electrodynamics","1","PROBLEM_FAILURE","","120","2026-08-30T22:59:40.742Z","2026-08-30T22:59:39.312Z","reviewer_23ba6db1d637","2026-08-30T22:59:39.313Z","2026-08-30T23:06:43.508Z"
"cmtgbgqjt00fup0vnjh32rmon","209","672f4434e9c13daba078d693","hle-physics","classical mechanics","2","PROBLEM_FAILURE","$2440\ \mathrm{km}+218\ \mathrm{km}=2658\ \mathrm{km}$, not $2640\ \mathrm{km}$","569","2026-08-30T21:23:34.930Z","2026-08-30T21:23:33.352Z","reviewer_ca6a396c36a5","2026-08-30T21:23:33.353Z","2026-08-30T23:18:41.960Z"
"cmtgflnyr00ixp0vnygi69scc","219","6734989917a9687889930ac9","hle-physics","classical mechanics","2","PROBLEM_FAILURE","","124","2026-08-30T23:19:21.996Z","2026-08-30T23:19:21.745Z","reviewer_ca6a396c36a5","2026-08-30T23:19:21.747Z","2026-08-30T23:42:45.525Z"
"cmtggj3nu00k2p0vnb6vemzj4","2","674","phybench","classical mechanics","2","PROBLEM_FAILURE","The problem is not fully well-posed as stated. First, it says that a “vertical impulse” is applied to the right side of the coin, but it does not specify whether the impulse is upward or downward; these two cases lead to qualitatively different motions and, in the downward case, the critical velocity depends on how far the coin initially overhangs the table. Second, because the coin is a solid disk rather than a thin ring, losing contact at one point on the rim does not necessarily mean that the coin has left the table, since points in the interior of the disk may still remain in contact with the tabletop or the table edge. Third, the condition \(N=0\) only means that the normal reaction vanishes instantaneously; it does not by itself guarantee actual separation, which requires checking the subsequent unilateral-contact kinematics. Therefore, the commonly quoted result \(v_0=\frac{3}{\sqrt5}\sqrt{gr}\) corresponds only to a particular assumed model—most notably an upward impulse and a specific contact interpretation—and cannot be regarded as the unique answer to the problem as written.","333","2026-08-30T23:45:22.923Z","2026-08-30T23:45:21.737Z","reviewer_ca6a396c36a5","2026-08-30T23:45:21.738Z","2026-08-31T00:29:24.310Z"
"cmtgibere00lpp0vnhvia6ymx","9","336","phybench","classical mechanics","2","GRADER_FAILURE","","215","2026-08-31T00:35:23.082Z","2026-08-31T00:35:22.105Z","reviewer_ca6a396c36a5","2026-08-31T00:35:22.106Z","2026-08-31T00:43:33.819Z"
"cmtgim4mr00mtp0vnjgl07woo","147","Electrodynamics/en/100","ugphysics","electrodynamics","1","PROBLEM_FAILURE","Incomplete question","163","2026-08-31T00:43:43.102Z","2026-08-31T00:43:42.195Z","reviewer_ca6a396c36a5","2026-08-31T00:43:42.196Z","2026-08-31T00:54:07.889Z"
"cmtgiznhg00nwp0vnofrsmf9d","156","66f28cc8b866ea3f1f4e95f5","hle-physics","electrodynamics","2","PROBLEM_FAILURE","","265","2026-08-31T00:54:13.425Z","2026-08-31T00:54:13.156Z","reviewer_ca6a396c36a5","2026-08-31T00:54:13.157Z","2026-08-31T01:17:05.118Z"
"cmtgjuq2000pbp0vn4olgrzac","155","66eda111ea64e37f9218600c","hle-physics","electrodynamics","2","PROBLEM_FAILURE","","112","2026-08-31T01:18:23.196Z","2026-08-31T01:18:22.823Z","reviewer_ca6a396c36a5","2026-08-31T01:18:22.824Z","2026-08-31T01:27:22.068Z"
"cmtgk7ouk00qcp0vnqgfxu47f","222","67364c441758ad568a4a2ac6","hle-physics","electrodynamics","2","PROBLEM_FAILURE","","108","2026-08-31T01:28:28.012Z","2026-08-31T01:28:27.788Z","reviewer_ca6a396c36a5","2026-08-31T01:28:27.789Z","2026-08-31T01:33:19.424Z"
"cmtgke9p500qxp0vn3gj5ujok","174","672072c945e7bc8f5c2dd1ba","hle-physics","relativity","2","PROBLEM_FAILURE","","132","2026-08-31T01:33:35.640Z","2026-08-31T01:33:34.744Z","reviewer_ca6a396c36a5","2026-08-31T01:33:34.745Z","2026-08-31T01:37:23.072Z"
"cmtgkj8if00rkp0vn68dbjk4h","237","67399a69c180d4d45680e434","hle-physics","relativity","2","PROBLEM_FAILURE","","130","2026-08-31T01:37:27.564Z","2026-08-31T01:37:26.487Z","reviewer_ca6a396c36a5","2026-08-31T01:37:26.487Z","2026-08-31T01:41:15.426Z"
"cmtgkobb200s8p0vnf16q8n1o","239","673c03d7048156c9e9c8cac6","hle-physics","relativity","2","PROBLEM_FAILURE","","226","2026-08-31T01:41:23.640Z","2026-08-31T01:41:23.389Z","reviewer_ca6a396c36a5","2026-08-31T01:41:23.390Z","2026-08-31T01:47:03.461Z"
"cmtgkwmwi00t6p0vnh57rmge9","231","67381f0835f9616e390e737a","hle-physics","relativity","2","PROBLEM_FAILURE","","107","2026-08-31T01:47:51.869Z","2026-08-31T01:47:51.665Z","reviewer_ca6a396c36a5","2026-08-31T01:47:51.666Z","2026-08-31T01:50:44.821Z"
"cmtgl0kug00tpp0vngaq0esok","89","04_cleaned_dag:3081","prism","high energy & nuclear","1","PROBLEM_FAILURE","","175","2026-08-31T01:50:58.383Z","2026-08-31T01:50:55.624Z","reviewer_ca6a396c36a5","2026-08-31T01:50:55.624Z","2026-08-31T01:55:17.842Z"
"cmtgl6agi00uhp0vn864nc76z","92","04_cleaned_dag:4027","prism","high energy & nuclear","1","GRADER_FAILURE","","149","2026-08-31T01:55:23.912Z","2026-08-31T01:55:22.097Z","reviewer_ca6a396c36a5","2026-08-31T01:55:22.098Z","2026-08-31T01:59:25.128Z"
"cmtglblon00v9p0vni6pqcang","85","04_cleaned_dag:2010","prism","high energy & nuclear","1","PROBLEM_FAILURE","","99","2026-08-31T01:59:30.900Z","2026-08-31T01:59:29.927Z","reviewer_ca6a396c36a5","2026-08-31T01:59:29.928Z","2026-08-31T02:01:50.133Z"
"cmtglep9p00vup0vnyhpn6qr8","86","04_cleaned_dag:2045","prism","high energy & nuclear","1","PROBLEM_FAILURE","The AI Model response is better than the Reference solution","199","2026-08-31T02:01:56.288Z","2026-08-31T02:01:54.541Z","reviewer_ca6a396c36a5","2026-08-31T02:01:54.542Z","2026-08-31T02:09:10.066Z"
"cmtglo7bh00wwp0vnogmyntpu","157","66f2dee46721a56e35d20300","hle-physics","astronomy","2","PROBLEM_FAILURE","","81","2026-08-31T02:09:18.110Z","2026-08-31T02:09:17.836Z","reviewer_ca6a396c36a5","2026-08-31T02:09:17.837Z","2026-08-31T02:14:27.592Z"
"cmtgluwx900xep0vns8v5yqj9","227","6737d23a6a364decc45cc7ee","hle-physics","astronomy","2","PROBLEM_FAILURE","Not because of the reason in the AI review, but because the problem misses the information that the two planets rotate in the same direction.","762","2026-08-31T02:14:32.274Z","2026-08-31T02:14:30.957Z","reviewer_ca6a396c36a5","2026-08-31T02:14:30.958Z","2026-08-31T02:42:07.327Z"
"cmthg3o92010sp0vn1c1l4btw","199","672a28afb4642f4105e02122","hle-physics","quantum mechanics","2","PROBLEM_FAILURE","","101","2026-08-31T16:21:08.532Z","2026-08-31T16:21:08.100Z","reviewer_ca6a396c36a5","2026-08-31T16:21:08.102Z","2026-08-31T16:23:53.912Z"
"cmthg7b4s0119p0vnkbkyzksx","214","67319c16b68f5ac822e236b0","hle-physics","quantum mechanics","2","PROBLEM_FAILURE","","115","2026-08-31T16:23:57.945Z","2026-08-31T16:23:57.724Z","reviewer_ca6a396c36a5","2026-08-31T16:23:57.725Z","2026-08-31T16:29:21.613Z"
"cmthgebhx011vp0vnuxoj05sg","242","67434c26e839fa1a02de4251","hle-physics","quantum mechanics","2","PROBLEM_FAILURE","","110","2026-08-31T16:29:26.062Z","2026-08-31T16:29:24.789Z","reviewer_ca6a396c36a5","2026-08-31T16:29:24.790Z","2026-08-31T16:34:07.472Z"
"cmthgmm8o0131p0vnhonysul3","178","6720fda3febecf1a8b9b083d","hle-physics","electrodynamics","2","PROBLEM_FAILURE","","131","2026-08-31T16:35:52.917Z","2026-08-31T16:35:51.959Z","reviewer_ca6a396c36a5","2026-08-31T16:35:51.960Z","2026-08-31T16:39:31.601Z"
"cmthldy9k0144p0vno0cd3wgc","224","67370aa83f0517b6e8a60769","hle-physics","statistical physics & thermodynamics","2","PROBLEM_FAILURE","","42","2026-08-31T18:49:07.227Z","2026-08-31T18:49:05.719Z","reviewer_ca6a396c36a5","2026-08-31T18:49:05.720Z","2026-08-31T18:50:05.409Z"
"cmthlib2i0150p0vnxad2byhn","202","672a5c2bea4e7fa0183543ae","hle-physics","statistical physics & thermodynamics","2","PROBLEM_FAILURE","","87","2026-08-31T18:52:29.365Z","2026-08-31T18:52:28.937Z","reviewer_ca6a396c36a5","2026-08-31T18:52:28.938Z","2026-08-31T18:55:44.736Z"
"cmthlumql016rp0vnyrtc5on5","217","6734956467d2904eebed3a09","hle-physics","others","2","PROBLEM_FAILURE","","65","2026-08-31T19:02:04.117Z","2026-08-31T19:02:03.932Z","reviewer_ca6a396c36a5","2026-08-31T19:02:03.933Z","2026-08-31T19:04:26.350Z"
"cmthlxrh0017fp0vnkg6i4lgu","20","71","phybench","others","2","PROBLEM_FAILURE","","126","2026-08-31T19:04:31.856Z","2026-08-31T19:04:30.035Z","reviewer_ca6a396c36a5","2026-08-31T19:04:30.037Z","2026-08-31T19:09:03.346Z"
"cmthm3q6c0185p0vnm5inaj5y","168","671b14a6a05f8889abb23bf0","hle-physics","relativity","2","PROBLEM_FAILURE","","185","2026-08-31T19:09:09.242Z","2026-08-31T19:09:08.292Z","reviewer_ca6a396c36a5","2026-08-31T19:09:08.293Z","2026-08-31T19:13:38.309Z"
"cmthmaqel019ap0vn3eq6545v","45","648","phybench","classical mechanics","2","GRADER_FAILURE","","100","2026-08-31T19:14:36.622Z","2026-08-31T19:14:35.180Z","reviewer_ca6a396c36a5","2026-08-31T19:14:35.181Z","2026-08-31T19:16:24.170Z"
"cmthmjnj601a4p0vnb67q4gp3","43","221","phybench","relativity","2","GRADER_FAILURE","","338","2026-08-31T19:21:33.149Z","2026-08-31T19:21:31.361Z","reviewer_ca6a396c36a5","2026-08-31T19:21:31.362Z","2026-08-31T19:34:12.791Z"
"cmthn0ag001bnp0vnqg9qp66c","235","6739674739118cf30f5f1075","hle-physics","fluid mechanics","2","GRADER_FAILURE","","137","2026-08-31T19:34:28.388Z","2026-08-31T19:34:27.551Z","reviewer_ca6a396c36a5","2026-08-31T19:34:27.552Z","2026-08-31T19:39:38.260Z"
"cmthng0yj01cep0vn8imhxqlt","132","SemiconductorPhysics/en/140","ugphysics","high energy & nuclear","1","PROBLEM_FAILURE","","100","2026-08-31T19:46:42.899Z","2026-08-31T19:46:41.755Z","reviewer_ca6a396c36a5","2026-08-31T19:46:41.756Z","2026-08-31T19:48:29.760Z"
"cmtl1s6w2000yy8lcd1xgr9fa","177","6720c10ac6e0d9a4953b636f","hle-physics","classical mechanics","2","MODEL_FAILURE","","394","2026-09-03T04:51:22.738Z","2026-09-03T04:51:22.465Z","reviewer_e330a52615da","2026-09-03T04:51:22.467Z","2026-09-03T05:23:31.009Z"
"cmtl373ia002cy8lc997b0w2g","21","259","phybench","relativity","2","MODEL_FAILURE","The answer is correct, but model is missing the derivation.","223","2026-09-03T05:30:59.025Z","2026-09-03T05:30:57.537Z","reviewer_e330a52615da","2026-09-03T05:30:57.538Z","2026-09-03T05:52:03.660Z"
"cmtl3yekk0036y8lcqy8uok6e","211","672fec044673df044daa1f34","hle-physics","quantum mechanics","2","PROBLEM_FAILURE","","446","2026-09-03T05:52:12.309Z","2026-09-03T05:52:11.588Z","reviewer_e330a52615da","2026-09-03T05:52:11.589Z","2026-09-03T06:07:24.273Z"
"cmtekhow801at1wjn2jhwwsfa","203","672a79431629c5c3d6933ca7","hle-physics","classical mechanics","1","PROBLEM_FAILURE","Doing the problem myself I got the same answer as the model.  I'm not sure every issue with the reference, but one is that they write the friction force as mu*m*g*cos(theta), but that does not account for the acceleration of the wedge.","518","2026-08-29T16:00:43.822Z","2026-08-29T16:00:42.056Z","reviewer_8983a05f1730","2026-08-29T16:00:42.057Z","2026-09-03T17:16:47.962Z"
"cmtlsexbm006sy8lc03jjq0mz","12","497","phybench","classical mechanics","2","GRADER_FAILURE","These answers agree, just no work is shown for the model","26","2026-09-03T17:16:54.754Z","2026-09-03T17:16:53.170Z","reviewer_8983a05f1730","2026-09-03T17:16:53.171Z","2026-09-03T17:19:21.670Z"
"cmtlsjzut007fy8lcwzcqreco","24","110","phybench","classical mechanics","2","GRADER_FAILURE","both answers are the same.  The model doesn't show work though.","90","2026-09-03T17:20:50.532Z","2026-09-03T17:20:49.733Z","reviewer_8983a05f1730","2026-09-03T17:20:49.734Z","2026-09-03T17:22:21.024Z"
"cmtlsm1h6007uy8lce2ht3pik","50","106","phybench","classical mechanics","2","GRADER_FAILURE","they both express the same speed, but with different sign conventions.  The model doesn't show work though.","80","2026-09-03T17:22:25.546Z","2026-09-03T17:22:25.145Z","reviewer_8983a05f1730","2026-09-03T17:22:25.146Z","2026-09-03T17:23:48.577Z"
"cmtnv1kfp008my8lcu0pteb2h","49","139","phybench","classical mechanics","2","GRADER_FAILURE","The solution is correct but the reasoning and steps to the derivation is not provided. However, the problem only asks for the angle which is provided, but not worked like a student would.","136","2026-09-05T04:06:02.679Z","2026-09-05T04:06:01.140Z","reviewer_bd1e34ba9a1f","2026-09-05T04:06:01.141Z","2026-09-05T04:08:39.266Z"
"cmtnv53x40098y8lcgwzffwvv","11","617","phybench","classical mechanics","2","PROBLEM_FAILURE","Students training in physics often draw not just from their mathematical dexterity but heuristics such as ""small angle approximations"" and other simplification or limit behavior examination either prior solving (which allows some problems to be solved) or after an initial complex solutions (to see the physical relation in less complex expressions). The approximation is immediately made in the reference solution, but not realized in the final display of the AI answer, given the larger training of who may have provided the solution. Whether the model should have explored it in more detail and come back to that detail lies in context not given in the problem leading to the simple solution.","707","2026-09-05T04:08:47.466Z","2026-09-05T04:08:46.360Z","reviewer_bd1e34ba9a1f","2026-09-05T04:08:46.361Z","2026-09-05T04:21:51.957Z"
"cmtnvm6yh00bgy8lcmerg35bw","248","6750df74ca6713770c0671be","hle-physics","electrodynamics","2","MODEL_FAILURE","","541","2026-09-05T04:22:05.822Z","2026-09-05T04:22:03.448Z","reviewer_bd1e34ba9a1f","2026-09-05T04:22:03.449Z","2026-09-05T04:55:25.882Z"
"cmtnwtajm00ddy8lcvfwkcpi8","165","670402f0bae67686d8aef3e8","hle-physics","statistical physics & thermodynamics","2","GRADER_FAILURE","","58","2026-09-05T04:55:34.993Z","2026-09-05T04:55:34.305Z","reviewer_bd1e34ba9a1f","2026-09-05T04:55:34.306Z","2026-09-05T04:56:59.041Z"
"cmtnwviv900dry8lcshfh99zi","32","228","phybench","classical mechanics","2","GRADER_FAILURE","Trig identities lead to the same algebraic expression, without work it is impossible to see why the answer is presented as such.","99","2026-09-05T04:57:20.228Z","2026-09-05T04:57:18.403Z","reviewer_bd1e34ba9a1f","2026-09-05T04:57:18.405Z","2026-09-05T05:00:07.913Z"
"cmtnwzn2h00eby8lcfh0dq3zl","180","6721767ddb8105efc71a7d1b","hle-physics","electrodynamics","2","PROBLEM_FAILURE","I almost called it a model failure, but part of the subtlety missed is the ""slowly"" implying the voltage remains constant. Very context dependent i.e. if lectured in class.","372","2026-09-05T05:00:31.260Z","2026-09-05T05:00:30.472Z","reviewer_bd1e34ba9a1f","2026-09-05T05:00:30.473Z","2026-09-05T05:09:35.708Z"
"cmtnxea6o00g3y8lct2tq8i42","22","766","phybench","classical mechanics","2","GRADER_FAILURE","","20","2026-09-05T05:11:54.742Z","2026-09-05T05:11:53.615Z","reviewer_bd1e34ba9a1f","2026-09-05T05:11:53.616Z","2026-09-05T05:12:19.086Z"
"cmtonf2v600gby8lcokiy9ofe","5","41","phybench","classical mechanics","2","GRADER_FAILURE","","53","2026-09-05T17:20:21.548Z","2026-09-05T17:20:20.802Z","reviewer_bd1e34ba9a1f","2026-09-05T17:20:20.803Z","2026-09-05T17:21:30.544Z"
"cmtongo3x00gny8lcw1rpi4x9","33","450","phybench","classical mechanics","2","PROBLEM_FAILURE","There is an algebraic error in the reference answer.","306","2026-09-05T17:21:35.787Z","2026-09-05T17:21:34.988Z","reviewer_bd1e34ba9a1f","2026-09-05T17:21:34.989Z","2026-09-05T17:34:15.808Z"
"cmtonx7x500hxy8lc80i3v0v2","208","672e09b50a85795d0ed2d36e","hle-physics","statistical physics & thermodynamics","2","PROBLEM_FAILURE","Error on convention.","83","2026-09-05T17:34:27.512Z","2026-09-05T17:34:27.160Z","reviewer_bd1e34ba9a1f","2026-09-05T17:34:27.161Z","2026-09-05T17:36:42.638Z"
"cmtoo0d5c00iey8lcpmwbgq1w","186","672333955d82e15ca8e37afb","hle-physics","quantum mechanics","2","PROBLEM_FAILURE","When asking for approximation and/or ratio analysis, it is not uncommon for difference refactors to be dropped.","102","2026-09-05T17:36:54.897Z","2026-09-05T17:36:53.904Z","reviewer_bd1e34ba9a1f","2026-09-05T17:36:53.904Z","2026-09-05T17:40:51.251Z"
"cmtop3nfm00ixy8lc6amlbso7","31","420","phybench","classical mechanics","2","PROBLEM_FAILURE","","75","2026-09-05T18:07:27.664Z","2026-09-05T18:07:26.817Z","reviewer_bd1e34ba9a1f","2026-09-05T18:07:26.819Z","2026-09-05T18:10:06.042Z"
"cmtop7nnh00jcy8lcgsed8u7b","173","671feb0424e49a0a566a7883","hle-physics","electrodynamics","2","PROBLEM_FAILURE","","106","2026-09-05T18:10:36.085Z","2026-09-05T18:10:33.724Z","reviewer_bd1e34ba9a1f","2026-09-05T18:10:33.725Z","2026-09-05T18:13:03.139Z"
"cmtopb6k500jwy8lcq3f36or1","182","67225f3cf135fd983a87bc1f","hle-physics","statistical physics & thermodynamics","2","PROBLEM_FAILURE","I originally marked model failure but think it matters on how the problem is interpreted (and how someone is trained to interpret it). But such problems often cannot be stated without prompting the solution.","278","2026-09-05T18:13:18.444Z","2026-09-05T18:13:18.196Z","reviewer_bd1e34ba9a1f","2026-09-05T18:13:18.197Z","2026-09-05T18:18:55.093Z"
"cmtopyfx200kzy8lc34wf31v1","200","672a29a8d30d6f5584cde745","hle-physics","statistical physics & thermodynamics","2","PROBLEM_FAILURE","","221","2026-09-05T18:31:23.789Z","2026-09-05T18:31:23.414Z","reviewer_bd1e34ba9a1f","2026-09-05T18:31:23.415Z","2026-09-05T18:57:18.142Z"
"cmtoqvwhh00lvy8lcbsiauuut","201","672a30472091cee6de17ebd1","hle-physics","statistical physics & thermodynamics","2","PROBLEM_FAILURE","","35","2026-09-05T18:57:25.264Z","2026-09-05T18:57:24.532Z","reviewer_bd1e34ba9a1f","2026-09-05T18:57:24.533Z","2026-09-05T18:58:29.794Z"
"cmtoqxg2000mey8lcxa0tz2ag","194","6728c038c556bb2fdda61dd7","hle-physics","statistical physics & thermodynamics","2","PROBLEM_FAILURE","","21","2026-09-05T18:58:36.941Z","2026-09-05T18:58:36.550Z","reviewer_bd1e34ba9a1f","2026-09-05T18:58:36.552Z","2026-09-05T18:59:40.159Z"
"cmtoqzbvi00n6y8lc6zkxqelj","10","88","phybench","relativity","2","PROBLEM_FAILURE","","40","2026-09-05T19:00:05.764Z","2026-09-05T19:00:04.445Z","reviewer_23ba6db1d637","2026-09-05T19:00:04.446Z","2026-09-05T19:00:48.586Z"
"cmtor0en700njy8lc7yrkl3yi","44","121","phybench","relativity","2","PROBLEM_FAILURE","","40","2026-09-05T19:00:56.549Z","2026-09-05T19:00:54.691Z","reviewer_23ba6db1d637","2026-09-05T19:00:54.692Z","2026-09-05T19:01:39.076Z"
"cmtoqywi300n0y8lc2ccjypzj","56","89","phybench","classical mechanics","2","PROBLEM_FAILURE","q_0 is never defined, but solutions generally agree so the model reasoned it.","64","2026-09-05T18:59:47.129Z","2026-09-05T18:59:44.523Z","reviewer_bd1e34ba9a1f","2026-09-05T18:59:44.524Z","2026-09-05T19:01:50.117Z"
"cmtor25k000nzy8lcjb4mujpo","154","66e9100b48468f864f861b90","hle-physics","fluid mechanics","2","PROBLEM_FAILURE","","16","2026-09-05T19:02:18.046Z","2026-09-05T19:02:16.224Z","reviewer_bd1e34ba9a1f","2026-09-05T19:02:16.225Z","2026-09-05T19:03:16.018Z"
"cmtor3mbi00o7y8lcodr7lmlf","40","423","phybench","statistical physics & thermodynamics","2","GRADER_FAILURE","Final solutions are identical.","85","2026-09-05T19:03:26.933Z","2026-09-05T19:03:24.606Z","reviewer_bd1e34ba9a1f","2026-09-05T19:03:24.607Z","2026-09-05T19:05:06.125Z"
"cmtor972400omy8lcu3bxgmfo","54","45","phybench","statistical physics & thermodynamics","2","GRADER_FAILURE","","54","2026-09-05T19:07:45.835Z","2026-09-05T19:07:44.763Z","reviewer_bd1e34ba9a1f","2026-09-05T19:07:44.764Z","2026-09-05T19:08:54.025Z"
